2.45	2.2	-0.55	3.741	0.95	0.3	-0.2	2.236	0
0.2	-0.25	-0.9	2.209	1.95	1.2	0.0	2.588	1
0.65	0.4	-0.25	1.999	0.95	0.4	-0.55	3.377	1
0.2	0.2	-0.05	0.411	0.5	-0.15	-1.1	1.856	0
0.55	-1.3	-1.5	1.947	0.7	0.35	-0.65	3.076	0
0.35	-0.8	-1.0	3.466	0.5	-0.15	-0.45	3.05	0
0.45	-0.1	-0.45	2.506	1.25	-0.1	-0.15	1.816	0
0.05	-0.75	-0.85	2.465	0.5	-0.25	-0.25	0.513	0
0.1	-1.6	-1.64	2.278	0.2	0.1	-0.9	2.58	0
0.3	-0.51	-0.65	2.433	2.34	1.64	0.0	1.785	0
0.55	-0.35	-0.35	1.074	1.0	0.55	-0.25	1.155	1
0.75	0.2	0.0	0.998	0.65	0.25	-0.55	1.588	1
0.15	0.15	-0.2	0.249	0.75	0.7	-0.4	1.574	0
0.55	-0.65	-1.15	2.047	0.2	-0.55	-0.55	1.387	1
1.25	1.2	-0.05	1.767	0.2	-0.9	-0.95	1.66	1
0.7	0.25	-0.3	1.277	0.8	0.75	-0.25	1.38	1
2.15	1.75	0.0	2.764	0.65	-0.25	-0.25	0.695	0
0.0	-1.7	-2.4	1.641	1.15	1.0	0.0	1.464	0
0.05	-0.85	-1.05	1.118	0.2	-0.8	-0.95	1.003	0
0.0	-0.75	-0.85	1.224	0.8	-0.4	-0.68	1.787	0
0.75	-0.05	-0.23	1.304	0.6	0.1	0.0	1.078	1
0.4	0.4	0.0	0.192	1.35	0.35	-0.05	1.701	0
0.2	-0.15	-0.55	1.316	0.2	-1.7	-2.0	2.224	0
0.0	-0.45	-0.59	1.645	0.65	0.05	-0.06	1.188	0
0.35	-0.46	-0.46	1.74	0.61	0.56	-0.04	1.926	1
1.75	1.55	-0.1	1.963	0.15	0.15	-0.15	0.289	1
1.25	0.45	-1.15	2.819	0.15	-0.1	-0.45	2.322	1
0.45	0.3	0.0	1.956	0.35	-0.05	-0.1	1.62	1
0.45	0.2	-0.15	1.439	0.15	-0.2	-0.35	1.378	1
1.25	0.15	-0.15	3.392	0.2	-1.2	-1.3	1.139	1
0.5	0.5	-0.2	0.12	0.0	-1.9	-3.28	7.117	0
0.0	-1.22	-1.46	3.686	0.2	-0.86	-1.2	3.045	1
0.6	0.32	-0.62	2.6	0.0	-0.18	-0.96	2.934	1
0.96	0.32	-0.02	2.928	0.18	-0.44	-0.66	2.896	1
0.9	0.3	-0.08	2.036	0.2	0.0	-0.04	0.265	0
0.0	-0.9	-1.92	4.196	0.9	0.34	-0.22	2.379	1
0.78	0.62	-0.02	2.628	0.1	-0.08	-0.54	2.31	1
0.02	0.02	-0.48	1.785	0.84	0.16	-0.24	2.258	0
0.0	-0.74	-0.74	1.92	0.0	-1.6	-1.62	1.861	0
0.04	-0.36	-0.38	0.341	0.32	-1.94	-2.28	5.112	0
0.52	-0.7	-1.76	6.429	0.56	0.26	-0.64	3.303	0
0.0	-0.88	-1.4	2.994	0.08	-0.44	-1.14	3.575	1
0.74	0.14	-0.48	3.061	0.06	-1.06	-1.3	3.005	0
0.38	-0.24	-0.88	1.839	0.06	-0.64	-0.66	0.301	0
0.0	-1.9	-2.2	6.691	0.64	-0.9	-1.12	4.953	1
0.76	0.76	-0.24	3.126	0.88	0.78	-0.66	2.446	1
0.98	0.44	-0.42	2.022	0.22	-1.26	-1.28	1.595	0
0.66	-0.16	-0.4	2.001	0.1	-0.72	-0.76	1.333	0
0.26	-0.32	-0.32	0.352	0.0	-0.84	-2.3	4.91	1
1.5	1.16	-0.24	4.11	0.24	-0.58	-1.24	3.161	0
0.46	-0.2	-0.24	1.753	0.16	-0.2	-0.64	2.293	1
0.56	0.12	-0.66	2.635	0.98	-0.22	-0.24	2.55	1
2.1	2.1	-0.06	1.476	0.4	0.4	0.0	0.24	1
1.18	0.48	-0.96	3.519	0.0	-0.54	-1.68	2.649	1
1.36	1.3	-0.46	2.554	0.64	-0.14	-0.24	2.251	1
0.32	0.1	-0.12	1.656	0.8	0.8	0.0	1.216	0
0.26	-0.66	-0.68	1.687	0.98	0.86	-0.18	2.611	0
0.04	-0.54	-0.54	0.211	1.98	1.66	0.0	2.632	0
0.24	-2.84	-3.12	3.693	0.12	-1.32	-1.9	2.84	1
0.52	0.06	-0.08	1.949	0.12	-0.56	-0.96	1.879	1
0.5	0.1	-0.18	1.577	1.1	0.4	-0.1	1.477	0
0.04	-1.62	-2.64	1.395	0.06	-0.04	-0.28	0.235	1
1.1	0.1	-1.12	3.158	0.7	0.24	-0.56	3.711	0
0.22	-0.54	-1.14	2.065	0.74	0.44	0.0	1.622	0
0.24	-0.34	-0.42	1.83	0.12	-1.16	-1.22	2.907	1
0.36	0.34	-0.22	1.717	0.66	0.46	-0.9	1.446	0
0.18	-0.12	-0.36	0.563	0.3	-0.88	-1.2	3.19	0
0.64	-0.34	-0.48	2.867	1.08	1.06	0.0	1.68	1
0.52	0.46	-0.18	1.468	0.86	0.86	-0.04	1.861	0
0.42	-0.32	-1.18	4.727	0.08	-1.14	-1.66	3.205	1
0.28	0.18	-0.72	1.11	0.02	-0.2	-0.56	0.364	1
4.28	4.28	-0.36	7.519	0.64	0.36	-0.92	4.73	0
0.44	-0.22	-0.28	3.474	0.14	0.02	-0.48	2.41	0
0.26	-0.36	-0.5	1.851	0.3	0.06	-0.52	2.745	0
0.04	-1.14	-1.96	2.63	0.9	0.8	-0.36	1.791	1
0.08	0.08	-0.08	0.282	1.7	0.78	-0.72	4.393	1
2.0	1.8	-0.32	3.267	0.2	-0.3	-0.6	2.22	0
0.22	-1.0	-1.08	1.779	0.18	-0.12	-0.62	2.202	0
0.28	-0.3	-1.02	1.994	0.36	-0.48	-0.58	1.588	0
0.38	0.0	-0.62	2.183	0.12	0.12	-0.26	0.283	0
0.0	-0.7	-1.36	2.483	0.12	-0.82	-1.1	5.218	1
1.02	0.76	-0.18	4.907	0.08	-0.02	-0.26	1.122	1
0.88	0.52	0.0	1.39	0.8	-2.58	-2.58	3.921	0
0.72	-1.4	-1.42	4.222	0.48	-0.26	-0.84	2.36	0
0.0	-0.28	-0.28	0.2	1.64	1.62	-0.98	2.927	0
0.24	-1.72	-1.78	2.64	1.32	0.36	-0.32	1.88	0
0.38	-0.04	-0.34	1.598	0.18	-0.62	-0.68	1.497	1
0.56	0.56	-1.2	2.685	0.28	-0.9	-1.24	2.471	0
0.32	-0.56	-1.54	1.062	0.18	-0.48	-0.48	0.093	1
1.54	0.56	-0.48	4.598	0.78	0.32	-0.3	4.292	1
0.48	0.1	-0.24	2.435	0.72	0.26	-0.1	1.83	0
0.08	-0.34	-0.48	1.262	0.42	0.42	-0.18	2.006	0
0.0	-0.06	-0.7	3.557	0.64	-0.24	-0.36	1.863	0
0.46	-0.52	-0.52	0.197	0.26	-1.2	-1.8	5.592	1
1.1	0.3	-0.14	3.765	0.24	-0.14	-0.4	2.591	0
0.54	-0.28	-0.44	2.759	0.22	-0.3	-0.84	2.959	0
0.1	-0.38	-0.54	1.561	1.04	0.06	-0.22	2.82	1
2.08	1.34	-0.02	4.987	0.82	-0.14	-0.16	0.379	1
0.76	0.42	-0.1	2.689	1.72	0.72	0.0	8.244	0
0.0	-0.4	-0.96	3.526	0.48	0.04	-0.14	1.409	0
0.46	-0.3	-0.32	1.751	0.22	-0.48	-0.86	2.662	1
1.04	0.76	-0.34	1.767	0.74	0.64	-0.02	3.086	0
0.18	-0.02	-0.12	0.236	0.86	-0.1	-0.18	3.208	0
0.0	-0.64	-1.06	5.882	0.0	-0.54	-0.64	2.347	0
0.0	-0.94	-1.04	4.109	0.48	0.18	-0.18	3.392	0
0.3	-0.36	-0.46	2.217	0.34	-0.92	-1.02	2.351	0
0.0	-0.4	-0.8	3.118	0.08	-0.1	-0.14	0.265	1
1.9	1.2	-0.18	2.172	0.68	0.36	-0.18	1.845	1
0.36	0.2	-1.16	1.947	0.66	0.5	-0.04	1.399	1
0.86	0.68	0.0	1.901	0.7	0.64	-0.2	1.553	0
0.3	-0.3	-0.42	1.427	0.84	0.58	0.0	1.486	0
0.14	-0.62	-0.62	0.259	0.44	0.3	-0.7	2.999	1
1.72	1.7	-0.1	3.057	0.28	-1.16	-1.3	3.044	1
0.54	0.14	-0.26	1.911	0.9	0.74	0.0	7.401	1
0.66	0.56	-0.18	2.207	0.68	-0.74	-0.92	2.266	1
0.9	0.64	-0.34	0.62	0.0	-0.04	-0.26	0.094	0
0.0	-2.2	-2.46	6.717	0.62	0.28	-0.52	4.29	0
0.14	-0.38	-0.58	2.177	0.2	-0.76	-1.1	3.851	0
0.28	-0.08	-1.02	4.211	0.26	-0.38	-0.7	2.422	0
0.3	-0.46	-0.46	2.282	0.04	-0.9	-1.02	1.189	0
0.2	-0.1	-0.1	0.25	0.66	0.18	-1.86	6.372	0
0.1	-0.64	-1.32	3.306	1.68	0.7	-0.16	3.472	1
0.86	0.86	-0.16	3.524	0.12	-1.82	-2.2	3.382	1
0.86	0.76	-0.48	3.312	0.94	0.14	-1.0	3.74	1
2.54	2.4	0.0	1.335	0.0	-1.2	-1.2	0.287	1
1.6	1.26	-0.1	4.374	0.34	0.04	-0.56	2.006	0
0.2	-0.42	-1.04	2.255	0.52	0.28	-0.26	1.917	1
0.44	0.42	-0.12	1.604	0.0	-0.66	-0.76	2.531	0
0.16	-0.86	-1.24	2.704	0.0	-0.56	-1.22	0.748	1
0.42	0.42	0.0	0.166	0.62	-0.74	-1.4	5.695	0
0.36	-0.56	-0.64	5.656	0.26	0.0	-0.44	3.156	1
1.16	0.9	-0.32	4.676	0.1	-0.62	-0.94	3.059	1
2.28	1.94	-0.12	4.957	0.42	0.26	-0.5	5.436	1
0.94	0.2	-0.22	1.671	0.4	0.4	0.0	0.144	0
0.16	-0.76	-1.28	5.82	1.44	0.9	-0.18	4.261	1
1.66	1.64	-0.04	3.729	1.52	0.76	-0.54	5.559	1
0.36	0.36	-0.44	2.749	0.2	-2.42	-2.66	4.329	0
0.76	-0.58	-0.82	2.438	0.56	-0.66	-0.74	0.828	1
0.42	0.4	-0.3	0.172	1.4	0.66	-0.6	3.076	0
0.06	-0.62	-1.02	2.962	0.88	0.88	-0.06	1.706	1
0.44	0.08	-0.24	1.828	0.12	-0.92	-0.92	2.154	1
0.88	0.7	-0.8	3.59	0.32	-0.56	-0.78	2.071	1
1.04	0.58	-0.18	0.721	0.18	0.18	-0.22	0.099	0
0.88	-0.06	-0.4	5.331	1.66	1.18	-0.08	2.978	1
0.5	0.2	-0.68	1.826	0.0	-0.24	-0.68	1.107	0
0.34	-0.02	-0.74	2.462	1.12	0.36	-0.16	2.53	1
1.74	1.44	-0.04	3.266	3.08	2.76	-0.2	1.175	1
0.8	0.78	-0.06	0.31	1.54	0.74	-0.4	5.719	0
0.22	-1.7	-2.28	6.402	0.0	-0.16	-0.94	3.35	1
0.78	0.62	-0.02	2.611	0.2	-0.86	-1.1	2.305	0
0.52	-0.58	-0.82	1.895	1.0	0.88	0.0	1.562	1
1.82	1.4	-0.02	1.386	0.44	0.44	-0.08	0.083	0
0.0	-1.5	-2.3	5.272	0.1	-1.2	-1.96	2.547	0
0.18	-0.34	-0.56	1.406	0.24	-0.16	-0.56	1.193	1
0.88	0.22	-0.14	1.42	0.84	0.68	-0.46	1.465	0
0.16	-0.12	-0.88	1.374	0.5	-1.12	-1.7	0.942	1
0.02	0.02	-0.2	0.16	0.18	-0.94	-1.18	2.278	0
0.26	-1.36	-1.4	3.062	0.34	-0.4	-0.58	1.83	0
0.02	-0.78	-0.92	1.927	0.46	-0.08	-0.38	1.941	1
0.98	0.58	-0.28	2.094	0.22	0.12	-0.7	1.973	0
0.08	-1.0	-1.64	1.098	0.36	0.36	-0.04	0.128	0
0.66	-0.42	-0.78	4.078	0.76	0.62	-0.22	1.139	1
0.98	0.64	-0.18	4.484	0.04	-0.82	-0.86	2.701	1
0.4	0.12	-0.04	5.455	0.98	-0.92	-0.92	1.692	1
0.54	0.4	-0.68	2.717	0.18	0.06	-0.84	0.995	1
0.16	0.12	-0.12	0.133	0.84	0.4	-0.46	1.916	0
0.04	-1.5	-1.8	1.719	1.04	0.7	-0.38	3.094	0
0.14	-0.4	-0.7	2.777	0.68	0.4	-0.22	1.644	1
1.06	0.06	-0.02	2.941	1.04	0.12	-0.28	2.285	0
0.36	-0.18	-0.36	0.945	0.08	-0.5	-0.5	0.16	0
0.0	-0.46	-1.02	3.141	0.12	-0.54	-0.66	1.561	0
0.44	-0.48	-0.68	2.703	0.36	0.28	-0.38	2.052	1
2.02	1.54	-0.04	2.048	1.44	0.22	-0.46	2.083	0
0.36	-0.52	-0.92	2.117	0.0	-0.22	-1.74	1.071	1
0.24	0.24	-0.1	0.089	1.04	-0.64	-0.88	2.848	1
0.94	0.3	-0.3	2.516	0.88	0.84	-0.38	1.783	0
0.04	-1.52	-1.52	1.638	0.22	-0.26	-0.6	1.795	1
0.4	0.04	-1.0	3.089	0.06	-0.64	-1.1	2.137	0
0.0	-0.56	-1.04	0.891	0.38	0.38	-0.16	0.135	1
1.3	0.94	-0.4	1.714	1.0	0.94	-0.24	1.376	0
0.68	-0.02	-0.54	2.277	0.26	-0.8	-0.8	0.828	1
0.76	0.64	-0.02	1.427	0.28	-2.56	-2.66	4.367	1
0.68	0.42	-0.18	3.931	1.5	0.76	0.0	0.998	1
0.28	0.28	-0.1	0.087	0.32	-1.76	-2.0	3.312	0
0.22	-0.16	-0.74	2.768	0.4	0.06	-0.16	1.466	1
0.26	0.04	-0.16	2.114	0.22	-0.86	-0.9	1.744	1
